Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Katanagatari	TV	12	Finished Airing	1/26/2010	12/11/2010	Winter	Tuesdays at 01:10 (JST)	Aniplex,Lantis,Kodansha,Movic,Fuji TV	NIS America, Inc.	White Fox	Light novel	Action,Adventure,Historical,Martial Arts,Romance	50 min. per ep.	R	8.44	116992	282048	7728	"In an Edo-era Japan lush with a variety of sword-fighting styles, Shichika Yasuri practices the most unique one: Kyotouryuu, a technique in which the user's own body is wielded as a blade. The enigmatic seventh head of the Kyotouryuu school, Shichika lives quietly in exile with his sister Nanami until one dayâ€”the wildly ambitious strategist Togame barges into their lives.

Togame brazenly requests that Shichika help in her mission to collect twelve unique swords, known as the ""Deviant Blades,"" for the shogunate. Shichika accepts, interested in the girl herself rather than petty politics, and thus sets out on a journey. Standing in their way are the fierce wielders of these legendary weapons as well as other power-hungry entities who seek to thwart Togame's objective. In order to prevail against their enemies, the duo must become an unbreakable team as they forge ahead on a path of uncertainty and peril.

[Written by MAL Rewrite]"
Kino no Tabi: The Beautiful World	TV	13	Finished Airing	4/8/2003	7/8/2003	Spring	Tuesdays at 18:30 (JST)	WOWOW,Genco,Pony Canyon,Studio Wombat,chara-ani.com,ASCII Media Works	ADV Films,Sentai Filmworks	A.C.G.T.	Light novel	Action,Adventure,Slice of Life,Psychological	24 min. per ep.	R	8.44	50527	145067	4600	Based on a hit light novel series by Keiichi Sigsawa, the philosophical Kino's Journey employs the time-honored motif of the road trip as a vehicle for self-discovery and universal truth. Deeply meditative and cooler than zero, the series follows the existential adventures of the apt markswoman Kino along with talking motorcycle Hermes as they travel the world and learn much about themselves in the process. Imaginative, thought-provoking, and sometimes disturbing, Kino's journey is documented in an episodic style with an emphasis on atmosphere rather than action or plot, though still prevalent. 
Magi: The Kingdom of Magic	TV	25	Finished Airing	10/6/2013	3/30/2014	Fall	-	Aniplex,Dentsu,Shogakukan Productions,Mainichi Broadcasting System,Movic,GYAO!	Aniplex of America	A-1 Pictures	Manga	Action,Adventure,Magic,Fantasy,Shounen	25 min. per ep.	PG-13	8.44	199016	366430	5502	"After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. Hakuryuu and Kougyoku are ordered to go back to their home country, the Kou Empire. Meanwhile Aladdin announces he needs to head for Magnostadtâ€”a mysterious country ruled by magiciansâ€”to investigate the mysterious events occurring in this new kingdom and become more proficient in magic. For their part, encouraged by Aladdin's words, Alibaba and Morgiana also set off in pursuit of their own goals: training and going to her homeland, respectively.

Magi: The Kingdom of Magic follows these friends as they all go about their separate adventures, each facing their own challenges. However, a new threat begins to rise as a great war looms over the horizon...

[Written by MAL Rewrite]"
Owarimonogatari	TV	12	Finished Airing	10/4/2015	12/20/2015	Fall	Sundays at 00:00 (JST)	Aniplex	Aniplex of America	Shaft	Light novel	Mystery,Comedy,Supernatural,Vampire	26 min. per ep.	R	8.44	87374	188126	1160	"A peculiar transfer student named Ougi Oshino has just arrived at Naoetsu Private High School. She is quickly introduced to senior student Koyomi Araragi by their mutual friend Kanbaru Suruga, in hopes of obtaining advice regarding a strange discovery she has made. After taking a look at the school's layout, Ougi notices that a classroom has appeared in an otherwise empty areaâ€”a place that should not exist. 

Unsure if this is the work of an apparition, Araragi and Ougi attempt to unravel the truth behind this enigma. But Araragi soon discovers, after finding himself locked in with Ougi, that the room holds the memory of an event he had long since forgotten.

[Written by MAL Rewrite]"
Re:Zero kara Hajimeru Isekai Seikatsu	TV	25	Finished Airing	4/4/2016	9/19/2016	Spring	Mondays at 01:05 (JST)	TV Tokyo,Media Factory,Kadokawa Shoten,AT-X,Magic Capsule,Memory-Tech,Hakuhodo DY Music & Pictures	Funimation	White Fox	Light novel	Psychological,Drama,Thriller,Fantasy	25 min. per ep.	R	8.44	428106	702832	26703	"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar sceneâ€”confronted by the same group of thugs, meeting Satella all over againâ€”the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]"
Sakamichi no Apollon	TV	12	Finished Airing	4/13/2012	6/29/2012	Spring	Fridays at 00:45 (JST)	Dentsu,Fuji TV,Toho,DAX Production,Sony Music Entertainment	Sentai Filmworks	Tezuka Productions,MAPPA	Manga	Drama,Josei,Music,Romance,School	22 min. per ep.	PG-13	8.44	93142	190875	4577	"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.

Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.

Sakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their mutual appreciation for jazz.

[Written by MAL Rewrite]"
Shirobako	TV	24	Finished Airing	10/9/2014	3/26/2015	Fall	Thursdays at 23:30 (JST)	Sotsu,Movic,Warner Bros.,KlockWorx,Showgate,Infinite	Sentai Filmworks	P.A. Works	Original	Comedy,Drama	24 min. per ep.	PG-13	8.44	73211	218499	4530	"It all started in Kaminoyama High School, when five best friendsâ€”Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudouâ€”discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vow to pursue careers in the industry, aiming to one day work together and create their own mainstream show.

Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.

[Written by MAL Rewrite]"
Steins;Gate: Oukoubakko no Poriomania	Special	1	Finished Airing	2/22/2012	-	-	-	-	Funimation	White Fox	Visual novel	Sci-Fi,Comedy,Thriller	24 min.	PG-13	8.44	141569	216684	510	"A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these eventsâ€”particularly the incidents between the two of themâ€”did indeed happen.

[Written by MAL Rewrite]"
3-gatsu no Lion	TV	22	Finished Airing	10/8/2016	3/18/2017	Fall	Saturdays at 23:00 (JST)	Aniplex,Dentsu,NHK,Hakusensha,Asmik Ace Entertainment,Toy's Factory	Aniplex of America	Shaft	Manga	Game,Slice of Life,Drama,Seinen	25 min. per ep.	PG-13	8.43	63979	186639	3767	"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.

However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.

[Written by MAL Rewrite]"
Boku no Hero Academia	TV	13	Finished Airing	4/3/2016	6/26/2016	Spring	Sundays at 17:00 (JST)	Dentsu,Mainichi Broadcasting System,Movic,TOHO animation,Shueisha	Funimation	Bones	Manga	Action,Comedy,School,Shounen,Super Power	24 min. per ep.	PG-13	8.43	475605	735530	18491	"The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual.

Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor!

Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero.

[Written by MAL Rewrite]"
